label	text_a
1	" don't confuse honesty & realism with  "" cuck panic "" "" ; many of ur allies have fought long """
0	united sheriffs of white supremacy ?
0	milo might wind up in a body bag . who is advising him ? its cent . com for the antifa army .
1	white people pretending to be blackfify
2	jews need to evacuate white nations and live in israel . that's something i'm not compromising on .
0	hey why do you support jihadist ? ? asking for a friend who denounces terrorist & you cut his supp
0	we need to pass the raise act even more today than 20 years ago !
0	bruh ...
0	" rt  "" books are not worth more than their ability to inspire  educate and motivate exceptional people to action . "" "" - """
1	whites kill for white supremacy terroristic ideology . highest body count
1	just when you think white people can't get anymore heartless ...
1	by your own metric  whites are far more oppressed than jews
0	change name to blacks hate cops  bc you don't really care abt the black race . you are a hate group
0	belgian police hunt for a suspected lone gunman who killed 3 people in a shooting at the jewish museum of belgium .
0	overheard va delegates say ' cruz is an egomaniac  how could he do that ? he hopes trump loses so he can run against hillary in 2020 ' #nbc4dc
1	" white people have many cultures ! ! ! just visit europe  which you obviously have never done . there isn't a singular  "" white "" "" culture . """
0	via : france jihadis brother : hes not terrorist  we are muslims . we respect people . #tcot
1	this jew is lying . western civilization is white civilization .
1	shouldn't have funds for any illegals other than expediting them out of here asap .
0	i'm of a family of immigrants who came here generations ago . aren't you ?
0	video : robert spencer on google changing its search results to spike criticism of islam |
0	what is white heritage ? can someone explain to me ? !
0	#altright jared taylor is on #redicelive
1	go on hide behind your bloody hoods but remember its 2015 you shoulda stayed with your fellow apes
0	wow ! how racist can a person be ? ! i love #diamondsandsilk you tell him !
0	 : twenty gypsies attack white couple in czech republic hate crime mob attack ( video ) via
0	federal judge strikes down south carolina ban on gay marriage -
0	of course you do they are white .
1	white people need to watch their backs . there is a war upon us .
0	what is manipulation is getting whites to infighting and division .
2	come home  white man . rise up against the jewish agenda . join today . you owe it to your race . you owe it to your children . #heil
0	white people said sorry .
0	dr . kevin macdonald joined me this morning to discuss his book culture of critique and the future of white america : 
1	if they send muslims back to their own countries they won't have this problem .
0	for policy lecture on same-sex marriage case . tune in now : 
0	" 80 percent of germans want to ' put holocaust behind them ' : "" we can consider ourselves lucky that after the atr ... """
1	or give a heartfelt eulogy to a racist like obama did at robert white sheets byrd's funeral .
0	congress has reduced law enforcement agencies to a farce . why request kejriwal when he is liable to be summarily evicted ?
0	white supremacists = antifa + blmdo the math .. bothsides are wrong !
1	guns don't kill people . leftwing racist journalists kill people .
0	#istandwithhatespeech because jews and anti-white leftists should no longer control what is acceptable to discuss and think about
1	" all you've done is reaffirm your  "" white elitist  "" "" proclamation . ie is nothing more than a hate group hellbent on promoting white supremacy . """
1	issue of #illegalbangladeshimuslims together with the higher fertility rate among muslims possesses more danger 2 india than the isis itself
2	the niggers don't count
1	calling all illegal aliens ! flock to california to see your savior jerry brown . he will give you everything for free!
1	the real face of islam ! #wakeupamerica #tcot #ccot #nosharia #trump
0	for small-town america  new immigrants pose linguistic  cultural challenges
1	neanderthals were way ahead of negroes . whites carry many neanderthal genes . blacks , none .
0	i posted some of it . hitler had them soldiers all wacked out on drugs .
1	white genocide accelerates in #germany : three large german cities to tip non-white #auspol via
0	i'm not here to griffiti nothing . i am here to make sure proper
1	#charlottesville #unitetheright & starter pack
1	this is the future of white people in america if we do nothing via
